publisher_name,match_type,keyword_group,clicks,spend,bookings,revenue,roas,cvr,ctr,recommendation,rationale
Google - US,Broad,Cheap Europe Detroit,5,13.21,0,0.0,0.0,0.0,0.1389,HOLD_LOW_DATA,Low volume
Google - US,Broad,Cheap Europe Los Angeles,17,33.86,0,0.0,0.0,0.0,0.2464,HOLD_LOW_DATA,Low volume
Google - US,Broad,Cheap Europe New York,10,21.15,0,0.0,0.0,0.0,0.1754,HOLD_LOW_DATA,Low volume
Google - US,Broad,Cheap Europe Philadelphia,4,6.89,0,0.0,0.0,0.0,0.3077,HOLD_LOW_DATA,Low volume
Google - US,Broad,Cheap International Boston,17,53.94,0,0.0,0.0,0.0,0.0268,HOLD_LOW_DATA,Low volume
Google - US,Broad,Cheap International DC,12,33.12,0,0.0,0.0,0.0,0.0119,HOLD_LOW_DATA,Low volume
Google - US,Broad,Cheap International New York,18,51.16,0,0.0,0.0,0.0,0.0178,HOLD_LOW_DATA,Low volume
Google - US,Broad,DC to Athens Sale,13,39.49,0,0.0,0.0,0.0,0.1008,HOLD_LOW_DATA,Low volume
Google - US,Broad,DC to Florence Sale,7,16.31,0,0.0,0.0,0.0,0.0778,HOLD_LOW_DATA,Low volume
Google - US,Broad,DC to Greece Sale,4,5.8,0,0.0,0.0,0.0,0.1905,HOLD_LOW_DATA,Low volume
Google - US,Broad,DC to Madrid Sale,6,19.15,0,0.0,0.0,0.0,0.1111,HOLD_LOW_DATA,Low volume
Google - US,Broad,DC to Seville Sale,1,2.15,0,0.0,0.0,0.0,0.0625,HOLD_LOW_DATA,Low volume
Google - US,Broad,DC to Spain Sale,10,28.11,0,0.0,0.0,0.0,0.0503,HOLD_LOW_DATA,Low volume
Google - US,Broad,DC to Valencia Sale,1,0.9,0,0.0,0.0,0.0,0.0667,HOLD_LOW_DATA,Low volume
Google - US,Broad,DC to Venice Sale,8,17.96,0,0.0,0.0,0.0,0.1081,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Athens Sale,6,11.93,0,0.0,0.0,0.0,0.0545,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Barcelona Sale,4,9.75,0,0.0,0.0,0.0,0.0377,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to France Sale,15,38.07,0,0.0,0.0,0.0,0.0159,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Greece Sale,5,13.06,0,0.0,0.0,0.0,0.0431,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Italy Sale,11,35.8,0,0.0,0.0,0.0,0.0312,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Madrid Sale,2,3.05,0,0.0,0.0,0.0,0.0364,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Rome Sale,5,17.57,0,0.0,0.0,0.0,0.051,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Spain Sale,13,29.61,0,0.0,0.0,0.0,0.0531,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Turin Sale,1,2.16,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Google - US,Broad,Detroit to Venice Sale,1,2.45,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Google - US,Broad,Discount Europe Boston,2,7.28,0,0.0,0.0,0.0,0.5,HOLD_LOW_DATA,Low volume
Google - US,Broad,Discount Europe Detroit,1,3.31,0,0.0,0.0,0.0,0.1,HOLD_LOW_DATA,Low volume
Google - US,Broad,Discount Europe Los Angeles,2,5.53,0,0.0,0.0,0.0,0.1,HOLD_LOW_DATA,Low volume
Google - US,Broad,Discount International Detroit,2,8.31,0,0.0,0.0,0.0,0.1111,HOLD_LOW_DATA,Low volume
Google - US,Broad,Discount International Philadelphia,1,5.49,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Google - US,Broad,Europe Boston,16,44.45,0,0.0,0.0,0.0,0.0329,HOLD_LOW_DATA,Low volume
Google - US,Broad,Europe DC,13,33.74,0,0.0,0.0,0.0,0.0157,HOLD_LOW_DATA,Low volume
Google - US,Broad,Europe Los Angeles,16,40.12,0,0.0,0.0,0.0,0.0265,HOLD_LOW_DATA,Low volume
Google - US,Broad,Europe New York,19,43.49,0,0.0,0.0,0.0,0.0238,HOLD_LOW_DATA,Low volume
Google - US,Broad,Europe Philadelphia,12,39.35,0,0.0,0.0,0.0,0.0882,HOLD_LOW_DATA,Low volume
Google - US,Broad,Florence Branded,13,11.04,0,0.0,0.0,0.0,0.1238,HOLD_LOW_DATA,Low volume
Google - US,Broad,France Branded,19,47.7,0,0.0,0.0,0.0,0.1301,HOLD_LOW_DATA,Low volume
Google - US,Broad,Germany,1,1.31,0,0.0,0.0,0.0,0.125,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|Britain,6,10.66,0,0.0,0.0,0.0,0.1579,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|Hanover,15,59.77,0,0.0,0.0,0.0,0.0161,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|Nuremberg,13,42.86,0,0.0,0.0,0.0,0.0183,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|Switzerland,16,46.2,0,0.0,0.0,0.0,0.018,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|abidjan,2,1.88,0,0.0,0.0,0.0,0.0208,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|bamako,3,4.09,0,0.0,0.0,0.0,0.04,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|bucarest,8,28.4,0,0.0,0.0,0.0,0.043,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|conakry,3,4.85,0,0.0,0.0,0.0,0.0556,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|cotonou,9,7.59,0,0.0,0.0,0.0,0.0629,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|djibouti,2,4.17,0,0.0,0.0,0.0,0.0741,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|nouakchott,3,7.44,0,0.0,0.0,0.0,0.2308,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|ouagadougou,1,0.86,0,0.0,0.0,0.0,0.0417,HOLD_LOW_DATA,Low volume
Google - US,Broad,Google|warsaw,1,3.66,0,0.0,0.0,0.0,0.037,HOLD_LOW_DATA,Low volume
Google - US,Broad,Houston to Athens Sale,14,39.76,0,0.0,0.0,0.0,0.0673,HOLD_LOW_DATA,Low volume
Google - US,Broad,Houston to Barcelona Sale,10,28.46,0,0.0,0.0,0.0,0.0299,HOLD_LOW_DATA,Low volume
Google - US,Broad,Houston to Florence Sale,5,12.64,0,0.0,0.0,0.0,0.0746,HOLD_LOW_DATA,Low volume
Google - US,Broad,Houston to Venice Sale,3,7.59,0,0.0,0.0,0.0,0.037,HOLD_LOW_DATA,Low volume
Google - US,Broad,India Branded,2,3.5,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Google - US,Broad,International Boston,10,27.77,0,0.0,0.0,0.0,0.0165,HOLD_LOW_DATA,Low volume
Google - US,Broad,International DC,17,49.41,0,0.0,0.0,0.0,0.0208,HOLD_LOW_DATA,Low volume
Google - US,Broad,International New York,5,12.43,0,0.0,0.0,0.0,0.04,HOLD_LOW_DATA,Low volume
Google - US,Broad,International Philadelphia,9,27.11,0,0.0,0.0,0.0,0.0476,HOLD_LOW_DATA,Low volume
Google - US,Broad,Istanbul Branded,5,3.34,0,0.0,0.0,0.0,0.2632,HOLD_LOW_DATA,Low volume
Google - US,Broad,Italy Branded,6,6.96,0,0.0,0.0,0.0,0.0769,HOLD_LOW_DATA,Low volume
Google - US,Broad,London Branded,1,1.68,0,0.0,0.0,0.0,0.5,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Athens Sale,3,3.35,0,0.0,0.0,0.0,0.0588,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Barcelona Sale,7,25.66,0,0.0,0.0,0.0,0.049,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Greece Sale,5,10.18,0,0.0,0.0,0.0,0.0403,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Italy Sale,3,13.03,0,0.0,0.0,0.0,0.3,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Madrid Sale,1,1.15,0,0.0,0.0,0.0,0.1429,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Malaga Sale,2,3.99,0,0.0,0.0,0.0,0.3333,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Milan Sale,2,7.35,0,0.0,0.0,0.0,0.0455,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Rome Sale,12,29.09,0,0.0,0.0,0.0,0.0448,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Seville Sale,1,2.01,0,0.0,0.0,0.0,0.3333,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Spain Sale,5,9.69,0,0.0,0.0,0.0,0.0321,HOLD_LOW_DATA,Low volume
Google - US,Broad,Los Angeles to Venice Sale,2,2.83,0,0.0,0.0,0.0,0.0118,HOLD_LOW_DATA,Low volume
Google - US,Broad,Low Europe New York,2,2.49,0,0.0,0.0,0.0,0.6667,HOLD_LOW_DATA,Low volume
Google - US,Broad,Low International Detroit,2,6.09,0,0.0,0.0,0.0,0.25,HOLD_LOW_DATA,Low volume
Google - US,Broad,Low International Los Angeles,1,3.46,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Google - US,Broad,Luxury - Branded,1,0.06,0,0.0,0.0,0.0,0.2,HOLD_LOW_DATA,Low volume
Google - US,Broad,Madrid Branded,3,2.14,0,0.0,0.0,0.0,0.1304,HOLD_LOW_DATA,Low volume
Google - US,Broad,Marseille Branded,2,0.97,0,0.0,0.0,0.0,2.0,HOLD_LOW_DATA,Low volume
Google - US,Broad,Milan Branded,3,2.05,0,0.0,0.0,0.0,0.0833,HOLD_LOW_DATA,Low volume
Google - US,Broad,New York to Malaga Sale,1,1.73,0,0.0,0.0,0.0,0.1111,HOLD_LOW_DATA,Low volume
Google - US,Broad,New York to Milan Sale,2,4.69,0,0.0,0.0,0.0,0.023,HOLD_LOW_DATA,Low volume
Google - US,Broad,New York to Naples Sale,2,3.35,0,0.0,0.0,0.0,0.2222,HOLD_LOW_DATA,Low volume
Google - US,Broad,New York to Venice Sale,11,28.7,0,0.0,0.0,0.0,0.0815,HOLD_LOW_DATA,Low volume
Google - US,Broad,Paris Xpress,19,52.9,0,0.0,0.0,0.0,0.0149,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to Athens Sale,2,4.39,0,0.0,0.0,0.0,0.0909,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to Barcelona Sale,5,19.9,0,0.0,0.0,0.0,0.125,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to Florence Sale,2,3.59,0,0.0,0.0,0.0,0.125,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to France Sale,17,41.14,0,0.0,0.0,0.0,0.0646,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to Greece Sale,2,5.69,0,0.0,0.0,0.0,0.1429,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to Italy Sale,7,22.55,0,0.0,0.0,0.0,0.0407,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to Madrid Sale,1,2.75,0,0.0,0.0,0.0,0.037,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to Rome Sale,18,49.62,0,0.0,0.0,0.0,0.1607,HOLD_LOW_DATA,Low volume
Google - US,Broad,Philadelphia to Spain Sale,8,18.52,0,0.0,0.0,0.0,0.0447,HOLD_LOW_DATA,Low volume
Google - US,Broad,Rome Branded,17,17.84,0,0.0,0.0,0.0,0.0846,HOLD_LOW_DATA,Low volume
Google - US,Broad,San Francisco to Athens Sale,11,34.5,0,0.0,0.0,0.0,0.1279,HOLD_LOW_DATA,Low volume
Google - US,Broad,San Francisco to Barcelona Sale,17,45.27,0,0.0,0.0,0.0,0.1441,HOLD_LOW_DATA,Low volume
Google - US,Broad,San Francisco to Florence Sale,8,16.8,0,0.0,0.0,0.0,0.2857,HOLD_LOW_DATA,Low volume
Google - US,Broad,San Francisco to Rome Sale,16,49.74,0,0.0,0.0,0.0,0.1194,HOLD_LOW_DATA,Low volume
Google - US,Broad,San Francisco to Venice Sale,8,15.62,0,0.0,0.0,0.0,0.0226,HOLD_LOW_DATA,Low volume
Google - US,Broad,Spain Branded,16,9.3,0,0.0,0.0,0.0,0.1168,HOLD_LOW_DATA,Low volume
Google - US,Exact,London,10,28.66,0,0.0,0.0,0.0,0.0806,HOLD_LOW_DATA,Low volume
Google - US,Exact,Rome,13,29.07,0,0.0,0.0,0.0,0.0194,HOLD_LOW_DATA,Low volume
Google - US,Exact,Venice,8,11.26,0,0.0,0.0,0.0,0.0245,HOLD_LOW_DATA,Low volume
Google - US,,Boston to Paris Sale,0,0.0,1,417.35,0.0,0.0,0.0,HOLD_LOW_DATA,Low volume
Google - US,,Google|Athens,7,2.17,0,0.0,0.0,0.0,0.012,HOLD_LOW_DATA,Low volume
Google - US,,Google|Barcelona,18,5.06,0,0.0,0.0,0.0,0.0004,HOLD_LOW_DATA,Low volume
Google - US,,Google|Berlin,10,30.46,0,0.0,0.0,0.0,0.0009,HOLD_LOW_DATA,Low volume
Google - US,,Google|Britain,1,0.19,0,0.0,0.0,0.0,0.0065,HOLD_LOW_DATA,Low volume
Google - US,,Google|Cologne,5,14.4,0,0.0,0.0,0.0,0.0021,HOLD_LOW_DATA,Low volume
Google - US,,Google|England,2,0.8,0,0.0,0.0,0.0,0.0179,HOLD_LOW_DATA,Low volume
Google - US,,Google|Frankfurt,5,1.27,0,0.0,0.0,0.0,0.0072,HOLD_LOW_DATA,Low volume
Google - US,,Google|Germany,2,0.57,0,0.0,0.0,0.0,0.001,HOLD_LOW_DATA,Low volume
Google - US,,Google|Hamburg,3,19.07,0,0.0,0.0,0.0,0.0018,HOLD_LOW_DATA,Low volume
Google - US,,Google|International Flights,12,3.79,0,0.0,0.0,0.0,0.0144,HOLD_LOW_DATA,Low volume
Google - US,,Google|Italy,13,4.69,0,0.0,0.0,0.0,0.0012,HOLD_LOW_DATA,Low volume
Google - US,,Google|Madrid,8,1.65,0,0.0,0.0,0.0,0.0101,HOLD_LOW_DATA,Low volume
Google - US,,Google|Milan,1,0.24,0,0.0,0.0,0.0,0.0006,HOLD_LOW_DATA,Low volume
Google - US,,Google|Munich,2,0.8,0,0.0,0.0,0.0,0.0058,HOLD_LOW_DATA,Low volume
Google - US,,Google|Rome,3,0.87,0,0.0,0.0,0.0,0.0077,HOLD_LOW_DATA,Low volume
Google - US,,Google|Spain,18,4.7,0,0.0,0.0,0.0,0.0091,HOLD_LOW_DATA,Low volume
Google - US,,Google|Stuttgart,2,10.2,0,0.0,0.0,0.0,0.0024,HOLD_LOW_DATA,Low volume
Google - US,,Google|Switzerland,1,0.33,0,0.0,0.0,0.0,0.0004,HOLD_LOW_DATA,Low volume
Google - US,,Google|agadir,2,0.65,0,0.0,0.0,0.0,0.0139,HOLD_LOW_DATA,Low volume
Google - US,,Google|belgrade,5,13.6,0,0.0,0.0,0.0,0.0242,HOLD_LOW_DATA,Low volume
Google - US,,Google|cairo,9,7.66,0,0.0,0.0,0.0,0.0307,HOLD_LOW_DATA,Low volume
Google - US,,Google|casablanca,3,8.86,0,0.0,0.0,0.0,0.0042,HOLD_LOW_DATA,Low volume
Google - US,,Google|johannesburg,1,0.24,0,0.0,0.0,0.0,0.0072,HOLD_LOW_DATA,Low volume
Google - US,,Google|kiev,1,2.34,0,0.0,0.0,0.0,0.0114,HOLD_LOW_DATA,Low volume
Google - US,,Google|marrakech,1,4.62,0,0.0,0.0,0.0,0.0526,HOLD_LOW_DATA,Low volume
Google - US,,Google|moscow,3,9.11,0,0.0,0.0,0.0,0.0085,HOLD_LOW_DATA,Low volume
Google - US,,Google|nairobi,4,5.31,0,0.0,0.0,0.0,0.0089,HOLD_LOW_DATA,Low volume
Google - US,,Google|prague,8,23.66,0,0.0,0.0,0.0,0.0115,HOLD_LOW_DATA,Low volume
Google - US,,Google|sofia,2,0.78,0,0.0,0.0,0.0,0.0233,HOLD_LOW_DATA,Low volume
MSN - Global,Broad,Bordeaux,4,8.76,0,0.0,0.0,0.0,0.0148,HOLD_LOW_DATA,Low volume
MSN - Global,Broad,France Branded,1,0.78,0,0.0,0.0,0.0,0.05,HOLD_LOW_DATA,Low volume
MSN - Global,Broad,Lyon,8,11.19,0,0.0,0.0,0.0,0.018,HOLD_LOW_DATA,Low volume
MSN - Global,Broad,Marseille,1,2.62,0,0.0,0.0,0.0,0.0076,HOLD_LOW_DATA,Low volume
MSN - Global,Broad,Paris Branded,11,21.37,0,0.0,0.0,0.0,0.0502,HOLD_LOW_DATA,Low volume
MSN - US,Broad,France Branded,4,6.61,0,0.0,0.0,0.0,0.1905,HOLD_LOW_DATA,Low volume
MSN - US,Broad,Marseille,8,33.19,0,0.0,0.0,0.0,0.0784,HOLD_LOW_DATA,Low volume
MSN - US,Broad,Paris Branded,9,22.45,0,0.0,0.0,0.0,0.0152,HOLD_LOW_DATA,Low volume
MSN - US,Broad,Seattle to Paris Sale,1,2.67,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Airfrance Deal Boston,1,1.07,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Airfrance Deal DC,1,0.25,0,0.0,0.0,0.0,0.3333,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Airfrance Deal Houston,1,1.0,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Airfrance Deal Los Angeles,1,1.02,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Airfrance Deal Miami,1,0.31,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Airfrance Deal New York,4,5.39,0,0.0,0.0,0.0,0.2105,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Airfrance Deal Philadelphia,1,0.24,0,0.0,0.0,0.0,0.3333,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Airfrance Deal San Francisco,1,0.24,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to Barcelona Sale,1,0.84,0,0.0,0.0,0.0,0.0323,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to Florence Sale,1,1.41,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to France Sale,1,2.7,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to Greece Sale,1,0.61,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to Italy Sale,2,1.8,0,0.0,0.0,0.0,0.3333,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to Madrid Sale,1,0.99,0,0.0,0.0,0.0,0.0192,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to Naples Sale,1,0.99,0,0.0,0.0,0.0,0.0667,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to Rome Sale,3,4.91,0,0.0,0.0,0.0,0.0051,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Atlanta to Venice Sale,1,0.19,0,0.0,0.0,0.0,0.3333,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Bargain Europe Boston,1,1.5,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Bargain International Boston,1,0.79,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Berlin,2,3.76,0,0.0,0.0,0.0,0.0357,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Boston to Florence Sale,3,4.75,0,0.0,0.0,0.0,0.0176,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Boston to Milan Sale,1,1.89,0,0.0,0.0,0.0,0.25,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Boston to Paris Sale,1,4.49,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Boston to Pisa Sale,2,1.38,0,0.0,0.0,0.0,0.0317,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Boston to Venice Sale,1,1.12,0,0.0,0.0,0.0,0.0133,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Business Class - Branded,7,8.7,0,0.0,0.0,0.0,0.0778,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe Atlanta,5,15.39,0,0.0,0.0,0.0,0.0141,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe Boston,1,5.61,0,0.0,0.0,0.0,0.0078,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe Cincinnati,1,2.0,0,0.0,0.0,0.0,0.5,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe DC,1,1.46,0,0.0,0.0,0.0,0.0116,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe Detroit,3,4.95,0,0.0,0.0,0.0,0.1304,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe Houston,2,2.49,0,0.0,0.0,0.0,0.0103,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe Los Angeles,5,17.68,0,0.0,0.0,0.0,0.0158,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe Miami,1,2.44,0,0.0,0.0,0.0,0.0051,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe New York,1,4.3,0,0.0,0.0,0.0,0.0024,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap Europe Philadelphia,1,3.39,0,0.0,0.0,0.0,0.1111,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cheap International Cincinnati,4,6.7,0,0.0,0.0,0.0,0.0263,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to Florence Sale,4,5.77,0,0.0,0.0,0.0,0.0294,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to France Sale,4,8.0,0,0.0,0.0,0.0,0.2667,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to Italy Sale,1,0.29,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to Madrid Sale,2,1.08,0,0.0,0.0,0.0,0.6667,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to Malaga Sale,2,2.15,0,0.0,0.0,0.0,0.2222,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to Milan Sale,1,1.89,0,0.0,0.0,0.0,0.0238,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to Paris Sale,3,2.88,0,0.0,0.0,0.0,0.4286,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to Rome Sale,2,7.15,0,0.0,0.0,0.0,0.5,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Chicago to Spain Sale,1,0.88,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Cincinnati to Pisa Sale,1,0.91,0,0.0,0.0,0.0,0.5,HOLD_LOW_DATA,Low volume
