publisher_name,match_type,keyword_group,clicks,spend,bookings,revenue,roas,cvr,ctr,recommendation,rationale
Yahoo - US,Advanced,DC to Athens Sale,1,1.32,0,0.0,0.0,0.0,0.0222,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,DC to Barcelona Sale,1,1.84,0,0.0,0.0,0.0,0.0204,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,DC to France Sale,2,1.66,0,0.0,0.0,0.0,0.125,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,DC to Paris Sale,3,7.5,0,0.0,0.0,0.0,0.1154,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,DC to Rome Sale,2,3.05,0,0.0,0.0,0.0,0.0206,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,DC to Venice Sale,2,2.56,0,0.0,0.0,0.0,0.0141,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Detroit to Italy Sale,1,1.02,0,0.0,0.0,0.0,0.3333,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Detroit to Rome Sale,1,1.39,0,0.0,0.0,0.0,0.003,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Detroit to Venice Sale,1,1.68,0,0.0,0.0,0.0,0.0179,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount Europe Chicago,3,3.94,0,0.0,0.0,0.0,0.12,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount Europe Los Angeles,1,2.41,0,0.0,0.0,0.0,0.2,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount Europe New York,2,10.94,0,0.0,0.0,0.0,0.1,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount Europe San Francisco,1,1.84,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International Atlanta,2,6.54,0,0.0,0.0,0.0,0.0339,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International Boston,3,2.84,0,0.0,0.0,0.0,0.0938,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International Chicago,10,21.14,0,0.0,0.0,0.0,0.0709,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International DC,7,15.85,0,0.0,0.0,0.0,0.0511,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International Detroit,3,2.85,0,0.0,0.0,0.0,0.15,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International Houston,1,1.06,0,0.0,0.0,0.0,0.0312,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International Los Angeles,9,22.04,0,0.0,0.0,0.0,0.1047,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International Miami,3,6.71,0,0.0,0.0,0.0,0.25,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International New York,5,10.15,0,0.0,0.0,0.0,0.0305,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International Philadelphia,4,8.75,0,0.0,0.0,0.0,0.1176,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Discount International San Francisco,3,2.7,0,0.0,0.0,0.0,0.0229,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Europe Atlanta,5,6.57,0,0.0,0.0,0.0,0.102,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Europe Boston,3,5.76,0,0.0,0.0,0.0,0.1765,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Europe DC,1,1.26,0,0.0,0.0,0.0,0.5,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Europe Los Angeles,8,22.6,0,0.0,0.0,0.0,0.1509,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Europe Miami,3,9.06,0,0.0,0.0,0.0,0.15,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Europe New York,8,28.65,0,0.0,0.0,0.0,0.065,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Europe Philadelphia,2,3.1,0,0.0,0.0,0.0,0.1667,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Europe San Francisco,6,11.65,0,0.0,0.0,0.0,0.0403,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Germany,8,16.74,0,0.0,0.0,0.0,0.023,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Hamburg,4,6.22,0,0.0,0.0,0.0,0.0011,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Hanover,3,1.84,0,0.0,0.0,0.0,0.0005,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Houston to Florence Sale,1,1.54,0,0.0,0.0,0.0,0.0064,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Houston to Paris Sale,1,0.78,0,0.0,0.0,0.0,0.2,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Houston to Rome Sale,1,0.99,0,0.0,0.0,0.0,0.002,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Houston to Spain Sale,2,3.61,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,International Cincinnati,10,24.14,0,0.0,0.0,0.0,0.0192,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Athens Sale,2,6.64,0,0.0,0.0,0.0,0.0333,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Barcelona Sale,5,10.98,0,0.0,0.0,0.0,0.0407,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Florence Sale,6,10.22,0,0.0,0.0,0.0,0.013,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to France Sale,7,13.24,0,0.0,0.0,0.0,0.0252,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Greece Sale,2,2.34,0,0.0,0.0,0.0,0.2857,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Paris Sale,5,13.11,0,0.0,0.0,0.0,0.0382,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Rome Sale,3,4.2,0,0.0,0.0,0.0,0.0226,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Spain Sale,1,5.11,0,0.0,0.0,0.0,0.5,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Valencia Sale,2,1.0,0,0.0,0.0,0.0,0.023,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Los Angeles to Venice Sale,1,1.51,0,0.0,0.0,0.0,0.0035,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Low Europe Chicago,1,2.54,0,0.0,0.0,0.0,0.25,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Low International Houston,1,0.69,0,0.0,0.0,0.0,0.2,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Luxury Flight,5,17.11,0,0.0,0.0,0.0,0.0171,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Miami to Italy Sale,2,2.34,0,0.0,0.0,0.0,0.6667,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Milan,9,11.0,0,0.0,0.0,0.0,0.0048,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Munich,2,7.6,0,0.0,0.0,0.0,0.0103,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Athens Sale,3,3.81,0,0.0,0.0,0.0,0.0361,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Barcelona Sale,1,0.45,0,0.0,0.0,0.0,0.0588,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Florence Sale,7,9.69,0,0.0,0.0,0.0,0.012,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to France Sale,6,10.16,0,0.0,0.0,0.0,0.2308,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Greece Sale,3,3.19,0,0.0,0.0,0.0,0.75,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Italy Sale,1,0.47,0,0.0,0.0,0.0,0.0909,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Paris Sale,3,6.67,0,0.0,0.0,0.0,0.027,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Pisa Sale,1,1.21,0,0.0,0.0,0.0,0.007,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Rome Sale,3,7.36,0,0.0,0.0,0.0,0.0039,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Spain Sale,1,4.59,0,0.0,0.0,0.0,0.25,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,New York to Venice Sale,3,4.34,0,0.0,0.0,0.0,0.0064,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Philadelphia to Florence Sale,4,6.69,0,0.0,0.0,0.0,0.0235,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Philadelphia to Greece Sale,1,1.23,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Philadelphia to Milan Sale,1,3.6,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Philadelphia to Venice Sale,1,1.76,0,0.0,0.0,0.0,0.0104,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,San Francisco to Athens Sale,3,5.92,0,0.0,0.0,0.0,0.0536,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,San Francisco to Florence Sale,8,13.32,0,0.0,0.0,0.0,0.0192,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,San Francisco to France Sale,2,6.54,0,0.0,0.0,0.0,0.1,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,San Francisco to Paris Sale,6,16.77,0,0.0,0.0,0.0,0.0476,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,San Francisco to Pisa Sale,1,0.68,0,0.0,0.0,0.0,0.0175,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,San Francisco to Rome Sale,4,6.82,0,0.0,0.0,0.0,0.0296,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,San Francisco to Spain Sale,1,4.96,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,San Francisco to Venice Sale,4,6.16,0,0.0,0.0,0.0,0.0194,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Seattle to Paris Sale,1,0.35,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Stuttgart,1,0.91,0,0.0,0.0,0.0,1.0,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Turkey Branded,2,1.05,0,0.0,0.0,0.0,0.4,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,UK,2,10.81,0,0.0,0.0,0.0,0.0055,HOLD_LOW_DATA,Low volume
Yahoo - US,Advanced,Zurich,1,1.89,0,0.0,0.0,0.0,0.0112,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Bordeaux,10,8.71,0,0.0,0.0,0.0,0.0314,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Bordeaux Branded,1,0.39,0,0.0,0.0,0.0,0.0137,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,England,10,18.38,0,0.0,0.0,0.0,0.0142,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,France Branded,3,2.91,0,0.0,0.0,0.0,0.1,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Frankfurt,1,2.14,0,0.0,0.0,0.0,0.0021,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Germany,1,4.75,0,0.0,0.0,0.0,0.0769,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,London,11,22.26,0,0.0,0.0,0.0,0.0208,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Lyon,15,13.18,0,0.0,0.0,0.0,0.0259,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Nice Branded,1,0.12,0,0.0,0.0,0.0,0.2,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Rome,3,3.91,0,0.0,0.0,0.0,0.0857,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Switzerland,1,0.99,0,0.0,0.0,0.0,0.25,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Turkey,13,16.16,0,0.0,0.0,0.0,0.0575,HOLD_LOW_DATA,Low volume
Yahoo - US,Standard,Venice,4,4.25,0,0.0,0.0,0.0,0.0976,HOLD_LOW_DATA,Low volume
Google - US,,Google|Europe,112,31.65,1,2882.35,91.0695,0.0089,0.0007,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Exact,Air France,11209,4888.41,180,237631.1,48.6111,0.0161,0.1042,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Exact,Air France Brand,30418,13336.81,439,515791.9,38.6743,0.0144,0.1614,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Broad,Air France Website,3196,2255.41,60,76535.7,33.9342,0.0188,0.1843,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Yahoo - US,Advanced,Air France Website,30349,23615.56,531,719293.8,30.4585,0.0175,0.0968,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
MSN - US,Broad,Air France Website,1898,1311.81,29,34512.55,26.3091,0.0153,0.2599,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Yahoo - US,Advanced,Air France Brand,6672,5098.4,87,112734.65,22.1118,0.013,0.1354,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
MSN - Global,Broad,Air France Website,2080,947.02,25,20740.85,21.9011,0.012,0.2882,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
MSN - Global,Broad,Air France Brand,7586,5641.7,97,117208.2,20.7753,0.0128,0.137,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Broad,Air France,4838,4060.95,60,81345.0,20.031,0.0124,0.0349,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Exact,Air France Brand,14713,15329.74,231,264650.9,17.2639,0.0157,0.3342,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
MSN - US,Broad,Air France Brand,7359,10356.67,109,145895.7,14.0871,0.0148,0.134,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Air France Brand,45783,53914.3,495,562929.5,10.4412,0.0108,0.0916,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Yahoo - US,Advanced,International Chicago,204,434.89,1,4403.85,10.1264,0.0049,0.0466,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Overture - Global,Advanced,Unassigned,40970,35936.9,306,351239.55,9.7738,0.0075,0.0033,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Air France Website,29966,47129.81,380,439121.05,9.3173,0.0127,0.1411,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Houston to Paris Sale,307,810.97,5,7065.2,8.712,0.0163,0.0246,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Broad,Lyon,133,216.11,2,1836.0,8.4956,0.015,0.0066,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Broad,Air France Brand,7387,9975.1,77,78217.85,7.8413,0.0104,0.1092,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Florence,309,415.69,4,2956.3,7.1118,0.0129,0.0241,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Broad,Nice,683,1225.49,7,8252.65,6.7342,0.0102,0.0165,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,New York to France Sale,1190,3020.67,24,20068.5,6.6437,0.0202,0.0491,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Boston to Paris Sale,170,382.1,3,2461.6,6.4423,0.0176,0.0353,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Paris Branded,354,558.62,5,3139.9,5.6208,0.0141,0.2082,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Yahoo - US,Standard,France,1381,1711.4,6,8778.8,5.1296,0.0043,0.0182,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Los Angeles to Paris Sale,156,408.06,1,1700.0,4.166,0.0064,0.0583,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Chicago to Paris Sale,293,690.19,4,2740.4,3.9705,0.0137,0.0824,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,New York to Paris Sale,1600,3878.74,19,13370.5,3.4471,0.0119,0.0747,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Yahoo - US,Advanced,General Terms,518,606.47,1,1977.95,3.2614,0.0019,0.0036,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
MSN - Global,Broad,Paris,881,2212.57,6,7185.05,3.2474,0.0068,0.0224,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Yahoo - US,Standard,Nice,238,353.36,1,1120.3,3.1704,0.0042,0.0131,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Broad,Paris,17436,40533.4,124,124576.85,3.0734,0.0071,0.0258,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,San Francisco to Paris Sale,392,990.29,2,2972.45,3.0016,0.0051,0.0878,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Yahoo - US,Standard,Paris,2785,5084.6,13,15243.9,2.9981,0.0047,0.0286,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Overture - US,Standard,Unassigned,85404,101837.15,250,301055.55,2.9562,0.0029,0.0064,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Overture - Global,Standard,Unassigned,19929,28358.96,66,78845.15,2.7803,0.0033,0.0035,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Seattle to Paris Sale,542,1171.22,4,2817.75,2.4058,0.0074,0.0993,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Google|Rome,1198,2481.52,4,4119.1,1.6599,0.0033,0.0369,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Google|Athens,897,1855.24,4,3048.95,1.6434,0.0045,0.0375,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Yahoo - US,Advanced,Cheap International New York,153,581.84,1,834.7,1.4346,0.0065,0.0324,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Broad,France,11578,37790.25,53,53941.85,1.4274,0.0046,0.0189,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Spain,3029,8464.44,11,11599.1,1.3703,0.0036,0.0729,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Paris,16646,49209.96,50,62719.8,1.2745,0.003,0.0726,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - US,Broad,Italy,3855,8380.67,11,10642.0,1.2698,0.0029,0.0437,INCREASE_SPEND_+20%,ROAS ≥ 1.2 with volume
Google - Global,Broad,Paris Branded,58,85.97,0,0.0,0.0,0.0,0.1742,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Boston to Rome Sale,88,337.55,0,0.0,0.0,0.0,0.0336,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,DC to Paris Sale,59,140.99,0,0.0,0.0,0.0,0.0592,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|Berlin,73,217.54,0,0.0,0.0,0.0,0.0221,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|Cologne,51,202.81,0,0.0,0.0,0.0,0.0051,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|England,58,125.26,0,0.0,0.0,0.0,0.0297,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|Frankfurt,76,238.86,0,0.0,0.0,0.0,0.026,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|Munich,93,324.9,0,0.0,0.0,0.0,0.0316,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|amman,61,124.89,0,0.0,0.0,0.0,0.0414,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|belgrade,92,153.75,0,0.0,0.0,0.0,0.0547,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|tel aviv,97,198.52,0,0.0,0.0,0.0,0.0462,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Google|tunis,75,257.97,0,0.0,0.0,0.0,0.0412,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Luxury Flight,56,193.21,0,0.0,0.0,0.0,0.0209,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,Miami to Paris Sale,51,101.04,0,0.0,0.0,0.0,0.0511,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,New York to Italy Sale,70,221.05,0,0.0,0.0,0.0,0.0593,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Broad,New York to Rome Sale,63,222.29,0,0.0,0.0,0.0,0.1028,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,Exact,Istanbul,73,110.31,0,0.0,0.0,0.0,0.0247,PAUSE_TEST,≥50 clicks and 0 bookings
Google - US,,Google|Turkey,53,13.05,0,0.0,0.0,0.0,0.0008,PAUSE_TEST,≥50 clicks and 0 bookings
MSN - Global,Broad,Nice,54,83.97,0,0.0,0.0,0.0,0.0411,PAUSE_TEST,≥50 clicks and 0 bookings
MSN - US,Broad,Nice,73,172.67,0,0.0,0.0,0.0,0.0594,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,Cheap International Boston,53,199.62,0,0.0,0.0,0.0,0.0402,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,Cheap International Chicago,61,213.44,0,0.0,0.0,0.0,0.0281,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,Cheap International Houston,51,197.45,0,0.0,0.0,0.0,0.0315,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,Cologne,79,252.5,0,0.0,0.0,0.0,0.0034,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,International Boston,76,146.9,0,0.0,0.0,0.0,0.0281,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,International Detroit,68,111.77,0,0.0,0.0,0.0,0.0422,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,International Miami,86,279.01,0,0.0,0.0,0.0,0.0236,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,International Philadelphia,88,247.34,0,0.0,0.0,0.0,0.0199,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,Italy,55,130.94,0,0.0,0.0,0.0,0.0121,PAUSE_TEST,≥50 clicks and 0 bookings
Yahoo - US,Advanced,Spain,54,198.06,0,0.0,0.0,0.0,0.0211,PAUSE_TEST,≥50 clicks and 0 bookings
